-,,,,
-,,,,
TP15,TWC2201_TWF0,405,1, 
TP15,TWH0331_TRC1,142,1, 
TP15,TWH0331_TUK0,147,1, 
TP15,WDV1101_TAP0,389,1, 
TP15,WGN0331,411,1, 
TP15,WHI0111,306,1, 
TP15,WHI2201_WHI0,307,0.333333333, 
TP15,WHI2201_WHI0,308,0.333333333, 
TP15,WHI2201_WHI0,309,0.333333333, 
TP15,WHU0331,150,1, 
TP15,WIL0331_MCK0,482,1, 
TP15,WKM2201_MOK0,198,0.524257784, 
TP15,WKM2201_MOK0,199,0.475742216, 
TP15,WKM2201_WKM0,274,0.25, 
TP15,WKM2201_WKM0,275,0.25, 
TP15,WKM2201_WKM0,276,0.25, 
TP15,WKM2201_WKM0,277,0.25, 
TP15,WKO0331,152,1, 
TP15,WPA2201_WPA0,283,1, 
TP15,WRK0331_RKA0,739,1, 
TP15,WRK0331_TAA0,248,1, 
TP15,WRK2201_WRK0,285,0.340664962, 
TP15,WRK2201_WRK0,286,0.170332481, 
TP15,WRK2201_WRK0,287,0.19028133, 
TP15,WRK2201_WRK0,288,0.211764706, 
TP15,WRK2201_WRK0,289,0.086956522, 
TP15,WTK0111_WTK0,660,1, 
TP15,WWD1102_WWD0,479,1, 
TP15,WWD1103_WWD0,743,1, 
TP15,KAW0112_DLS0,176,1, 
TP15,KAW0113_DLS1,178,1, 
TP15,ABY0111,541,1, 
TP15,ALB0331,4,1, 
TP15,ALB1101,41,1, 
TP15,APS0111,569,1, 
TP15,ARG1101,487,1, 
TP15,ASB0331,543,1, 
TP15,ASB0661,544,1, 
TP15,ASY0111,520,0.5, 
TP15,ASY0111,747,0.5, 
TP15,ATU1101,488,1, 
TP15,BAL0331,669,1, 
TP15,BDE0111,671,1, 
TP15,BLN0331,489,1, 
TP15,BOB0331,45,1, 
TP15,BPD1101,618,1, 
TP15,BPE0331,357,1, 
TP15,BPE0551,358,0.5, 
TP15,BPE0551,359,0.5, 
TP15,BPT1101,5142,1, 
TP15,BRB0331,8,1, 
TP15,BRK0331,315,1, 
TP15,BRY0661,549,1, 
TP15,BWK1101,673,1, 
TP15,CBG0111,105,1, 
TP15,CLH0111,572,1, 
TP15,CML0331,620,1, 
TP15,COL0111,575,1, 
TP15,COL0661,576,1, 
TP15,CPK0111,416,0.5, 
TP15,CPK0111,417,0.5, 
TP15,CST0331,317,1, 
TP15,CUL0331,493,1, 
TP15,CUL0661,494,1, 
TP15,CYD0331,678,1, 
TP15,CYD2201,679,1, 
TP15,DOB0331,579,1, 
TP15,DVK0111,366,1, 
TP15,EDG0331,168,1, 
TP15,EDN0331,680,1, 
TP15,FHL0331,293,1, 
TP15,FKN0331,628,1, 
TP15,GFD0331,426,1, 
TP15,GLN0331,733,1, 
TP15,GLN0332,51,1, 
TP15,GOR0331,682,1, 
TP15,GYM0661,585,1, 
TP15,GYT0331,429,1, 
TP15,HAM0111,108,1, 
TP15,HAM0551,111,1, 
TP15,HAM0551,5029,0, 
TP15,HAY0111,434,1, 
TP15,HAY0331,443,1, 
TP15,HEN0331,12,1, 
TP15,HEP0331,17,1, 
TP15,HKK0661,587,1, 
TP15,HLY0331,121,1, 
TP15,HOB1101,56,1, 
TP15,HOR0331,589,1, 
TP15,HOR0661,590,1, 
TP15,HTI0331,123,1, 
TP15,HUI0331,319,1, 
TP15,HWA0331,321,1, 
TP15,HWA0332,741,1, 
TP15,HWA1101,322,1, 
TP15,HWA1102,322,1, 
TP15,HWB0331,688,1, 
TP15,HWB0332,750,1, 
TP15,HWB1101,693,1, 
TP15,INV0331,696,1, 
TP15,ISL0661,526,1, 
TP15,KAI0111,531,1, 
TP15,KAW0112,176,1, 
TP15,KAW1101,181,1, 
TP15,KBY0661,591,1, 
TP15,KBY0662,591,1, 
TP15,KIK0111,744,1, 
TP15,KIN0111,126,1, 
TP15,KIN0112,125,1, 
TP15,KIN0113,737,1, 
TP15,KMO0331,187,1, 
TP15,KOE1101,20,1, 
TP15,KPA1101,324,1, 
TP15,KUM0661,593,1, 
TP15,KWA0111,451,1, 
TP15,LFD1101,192,1, 
TP15,LFD1102,192,1, 
TP15,LTN0331,370,1, 
TP15,MAN2201,701,1, 
TP15,MAT1101,156,0.909090909, 
TP15,MAT1101,197,0.090909091, 
TP15,MCH0111,503,1, 
TP15,MER0331,60,1, 
TP15,MGM0331,454,1, 
TP15,MHO0331,374,1, 
TP15,MKE1101,325,0.5, 
TP15,MKE1101,326,0.5, 
TP15,MLG0111,456,1, 
TP15,MLG0331,457,1, 
TP15,MNG0331,61,1, 
TP15,MNG1101,62,1, 
TP15,MNI0111,328,1, 
TP15,MST0331,460,1, 
TP15,MTM0331,212,1, 
TP15,MTN0331,377,1, 
TP15,MTO0331,28,1, 
TP15,MTR0331,380,1, 
TP15,NAP2201,214,1, 
TP15,NAP2202,215,1, 
TP15,NMA0331,711,1, 
TP15,NPK0331,382,1, 
TP15,NPL0331,331,1, 
TP15,NSY0331,632,1, 
TP15,OAM0331,634,1, 
TP15,OKN0111,384,1, 
TP15,ONG0331,137,1, 
TP15,OPK0331,335,1, 
TP15,ORO1101,507,1, 
TP15,ORO1102,508,1, 
TP15,OTA0221,66,1, 
TP15,OTI0111,595,1, 
TP15,OWH0111,239,1, 
TP15,PAK0331,75,1, 
TP15,PAO1101,139,1, 
TP15,PEN0221,79,1, 
TP15,PEN0251,80,1, 
TP15,PEN1101,56,0.190798081, 
TP15,PEN1101,58,0.645660707, 
TP15,PEN1101,88,0.163541212, 
TP15,PNI0331,462,1, 
TP15,PPI2201,241,0.5, 
TP15,PPI2201,242,0.5, 
TP15,RDF0331,295,1, 
TP15,RFN1101,506,1, 
TP15,RFN1102,505,1, 
TP15,ROS0221,89,1, 
TP15,ROS1101,90,1, 
TP15,ROT0111,245,1, 
TP15,ROT0331,246,1, 
TP15,ROT1101,247,1, 
TP15,SBK0331,533,1, 
TP15,SBK0661,534,1, 
TP15,SDN0331,725,1, 
TP15,SFD0331,342,1, 
TP15,SFD2201,345,1, 
TP15,STK0331,511,1, 
TP15,STK0661,512,1, 
TP15,STU0111,653,1, 
TP15,SVL0331,32,1, 
TP15,SWN0251,36,1, 
TP15,SWN2201,37,1, 
TP15,TAK0331,91,1, 
TP15,TGA0111,250,1, 
TP15,TGA0331,251,1, 
TP15,THI2201,255,1, 
TP15,TIM0111,556,1, 
TP15,TKA0331,561,1, 
TP15,TKH0111,256,1, 
TP15,TKR0331,470,1, 
TP15,TKU0331,395,1, 
TP15,TMI0331,258,1, 
TP15,TMK0331,563,1, 
TP15,TMN0551,397,0.5, 
TP15,TMN0551,398,0.5, 
TP15,TMU0111,140,1, 
TP15,TNG0111,400,1, 
TP15,TNG0551,401,0.5, 
TP15,TNG0551,402,0.5, 
TP15,TRK0111,260,1, 
TP15,TUI1101,305,1, 
TP15,TWC2201,406,1, 
TP15,TWH0331,143,0.253164557, 
TP15,TWH0331,148,0.746835443, 
TP15,TWI2201,728,1, 
TP15,TWZ0331,658,1, 
TP15,UHT0331,472,1, 
TP15,WAI0111,269,1, 
TP15,WDV0111,409,1, 
TP15,WDV1101,410,1, 
TP15,WEL0331,38,1, 
TP15,WHI2201,310,1, 
TP15,WIL0331,475,1, 
TP15,WIR0331,94,1, 
TP15,WKM2201,278,1, 
TP15,WPR0331,535,1, 
TP15,WPR0661,536,1, 
TP15,WPW0331,413,1, 
TP15,WRD0331,41,1, 
TP15,WRK0331,290,1, 
TP15,WTK0111,660,1, 
TP15,WTK0331,5144,1, 
TP15,WTU0331,311,1, 
TP15,WVY0111,352,1, 
TP15,WWD1102,481,1, 
TP15,WWD1103,480,1, 
TP15,ABY1101,542,1, 
TP15,ALB2201,7,1, 
TP15,APS0661,570,1, 
TP15,ARA2201,163,1, 
TP15,ARI1101,736,1, 
TP15,ARI1102,101,1, 
TP15,ASB2201,545,1, 
TP15,ASY0661,521,1, 
TP15,ATI2201,164,1, 
TP15,AVI2201,603,1, 
TP15,BAL1101,670,1, 
TP15,BDE1101,672,1, 
TP15,BEN2201,617,1, 
TP15,BEN2202,617,1, 
TP15,BEN3502,615,1, 
TP15,BEN3503,616,1, 
TP15,BHL2201,47,1, 
TP15,BHL2202,48,1, 
TP15,BLN1101,490,1, 
TP15,BPC1101,5137,1, 
TP15,BPE1101,363,1, 
TP15,BPE2201,364,1, 
TP15,BRB2201,9,1, 
TP15,BRK2201,316,1, 
TP15,BRK2202,316,1, 
TP15,BRY2201,553,1, 
TP15,CBG1101,107,1, 
TP15,CBG1102,106,1, 
TP15,CLH0661,573,1, 
TP15,CML1101,625,1, 
TP15,CML1102,624,1, 
TP15,CML2201,627,1, 
TP15,CML2202,626,1, 
TP15,CPK1101,419,1, 
TP15,CPK1102,420,1, 
TP15,CPK1103,421,1, 
TP15,CST1101,318,1, 
TP15,CUL2202,495,1, 
TP15,CUL2203,496,1, 
TP15,DOB0661,580,1, 
TP15,DOB1101,584,1, 
TP15,DOB1102,583,1, 
TP15,DRY2201,49,1, 
TP15,DRY2202,49,1, 
TP15,DVK1101,367,1, 
TP15,DVK1102,368,1, 
TP15,EDG1101,171,1, 
TP15,EDG1102,171,1, 
TP15,EDG2201,172,1, 
TP15,EDN1101,681,1, 
TP15,FHL1101,294,1, 
TP15,FKN1101,630,1, 
TP15,FKN1102,629,1, 
TP15,GFD1101,428,1, 
TP15,GFD1102,427,1, 
TP15,GLN2201,53,1, 
TP15,GNY1101,597,1, 
TP15,GOR1101,683,1, 
TP15,GOR1102,683,1, 
TP15,GYT1101,430,1, 
TP15,GYT1102,431,1, 
TP15,HAM1101,112,1, 
TP15,HAM2201,113,1, 
TP15,HAY1101,447,1, 
TP15,HAY2201,450,1, 
TP15,HAY3502,449,1, 
TP15,HAY3503,448,1, 
TP15,HEN1101,15,1, 
TP15,HEN2201,16,1, 
TP15,HEP1101,18,1, 
TP15,HIN1101,115,1, 
TP15,HLY2201,116,1, 
TP15,HOB2201,57,1, 
TP15,HPI2201,19,1, 
TP15,HPI2202,19,1, 
TP15,HTI1101,124,1, 
TP15,HUI1101,320,1, 
TP15,HWA1001,322,1, 
TP15,HWB2201,694,1, 
TP15,IGH1101,497,1, 
TP15,INV1101,698,1, 
TP15,INV2201,699,1, 
TP15,INV2202,699,1, 
TP15,ISL2201,530,1, 
TP15,KAI0661,532,1, 
TP15,KAW2201,182,1, 
TP15,KBT0661,567,1, 
TP15,KBT0662,566,1, 
TP15,KIK1101,501,1, 
TP15,KIK2201,502,1, 
TP15,KIN1101,129,1, 
TP15,KIN1102,129,1, 
TP15,KMO1101,190,1, 
TP15,KMO1102,190,1, 
TP15,KMO1103,190,1, 
TP15,KMO2201,191,1, 
TP15,KPO1101,133,1, 
TP15,KPU1101,738,1, 
TP15,KPU1102,135,1, 
TP15,KWA1101,452,1, 
TP15,KWA1102,453,1, 
TP15,LIV2201,631,1, 
TP15,LTN2201,371,1, 
TP15,LTN2202,372,1, 
TP15,MCH1101,504,1, 
TP15,MDN1101,25,1, 
TP15,MDN2201,26,1, 
TP15,MGM1101,455,1, 
TP15,MHO1101,375,1, 
TP15,MHO1102,376,1, 
TP15,MHT1102,422,1, 
TP15,MHT1103,423,1, 
TP15,MKT1101,314,1, 
TP15,MLG1101,459,1, 
TP15,MLG1102,458,1, 
TP15,MNI1101,329,1, 
TP15,MST1101,461,1, 
TP15,MTI2201,211,1, 
TP15,MTM1101,213,1, 
TP15,MTN1101,379,1, 
TP15,MTN1102,378,1, 
TP15,MTO1101,29,1, 
TP15,MTO1102,30,1, 
TP15,MTR1101,381,1, 
TP15,MVE1101,102,1, 
TP15,MVE1102,103,1, 
TP15,NGA1101,31,1, 
TP15,NMA2201,712,1, 
TP15,NPK1101,383,1, 
TP15,NPL1101,333,1, 
TP15,NPL2201,334,1, 
TP15,NSY2201,633,1, 
TP15,OAM1101,635,1, 
TP15,OAM1102,635,1, 
TP15,OHA2201,640,1, 
TP15,OHB2201,645,1, 
TP15,OHC2201,650,1, 
TP15,OHK2201,223,1, 
TP15,OHW2201,136,1, 
TP15,OHW2202,136,1, 
TP15,OKE1101,224,1, 
TP15,OKI2201,227,0.5, 
TP15,OKI2201,229,0.5, 
TP15,OKN1101,385,1, 
TP15,ONG1101,138,1, 
TP15,OPI2201,540,1, 
TP15,OPI2202,539,1, 
TP15,OPK1101,742,1, 
TP15,OPK1102,336,1, 
TP15,OTA1103,70,1, 
TP15,OTA1104,734,1, 
TP15,OTA1105,70,1, 
TP15,OTA1106,734,1, 
TP15,OTA1107,70,1, 
TP15,OTA1108,734,1, 
TP15,OTA1109,70,1, 
TP15,OTA110A,734,1, 
TP15,OTA2201,72,1, 
TP15,OTA2202,73,1, 
TP15,OTA2203,71,1, 
TP15,OTI0661,596,1, 
TP15,OWH1101,240,1, 
TP15,PAK2201,76,1, 
TP15,PEN0222,79,1, 
TP15,PEN2201,87,1, 
TP15,PIE1101,173,1, 
TP15,PNI1101,463,1, 
TP15,PNI1102,464,1, 
TP15,PRM2201,468,1, 
TP15,PRM2202,469,1, 
TP15,PRT2201,425,1, 
TP15,PRT2202,424,1, 
TP15,RDF1101,296,1, 
TP15,RDF1102,296,1, 
TP15,RDF2201,297,1, 
TP15,RFC1101,483,1, 
TP15,ROT1102,247,1, 
TP15,ROX1101,723,1, 
TP15,ROX2201,724,1, 
TP15,RPO2201,388,1, 
TP15,RTO1101,104,1, 
TP15,RTR1101,365,1, 
TP15,SDN2201,726,1, 
TP15,SFD1101,344,1, 
TP15,STK1101,515,1, 
TP15,STK2201,516,1, 
TP15,STU1101,654,1, 
TP15,SVL2201,33,1, 
TP15,SVL2202,34,1, 
TP15,TAK2201,92,1, 
TP15,TAK2202,93,1, 
TP15,TGA1101,252,1, 
TP15,TIM1101,557,1, 
TP15,TIM2201,559,1, 
TP15,TIM2202,558,1, 
TP15,TKA0111,560,1, 
TP15,TKA1101,562,1, 
TP15,TKB2201,657,1, 
TP15,TKH0501,257,1, 
TP15,TKR1101,471,1, 
TP15,TKU2201,396,1, 
TP15,TMH2201,727,1, 
TP15,TMI1101,259,1, 
TP15,TMK1101,564,1, 
TP15,TMK1102,565,1, 
TP15,TMN2201,399,1, 
TP15,TMU1101,141,1, 
TP15,TNG2201,403,1, 
TP15,TRK1101,267,1, 
TP15,TRK1102,267,1, 
TP15,TRK2201,268,1, 
TP15,TWH2201,149,1, 
TP15,TWT2201,369,1, 
TP15,TWZ2201,659,1, 
TP15,TWZ2202,659,1, 
TP15,UHT1101,473,1, 
TP15,WAI0501,270,1, 
TP15,WAI1101,271,1, 
TP15,WDV1102,410,1, 
TP15,WEL1101,40,1, 
TP15,WEL1102,39,1, 
TP15,WGN1101,412,1, 
TP15,WHU1101,151,1, 
TP15,WIL1101,477,1, 
TP15,WIL2201,478,1, 
TP15,WIR1101,95,1, 
TP15,WIR1102,735,1, 
TP15,WKM2202,282,1, 
TP15,WKO1101,153,1, 
TP15,WMG1101,745,1, 
TP15,WMG1102,517,1, 
TP15,WPA2201,284,1, 
TP15,WPR2202,538,1, 
TP15,WPR2203,537,1, 
TP15,WPT1101,746,1, 
TP15,WPT1102,519,1, 
TP15,WPW1101,414,1, 
TP15,WPW1102,415,1, 
TP15,WRD2201,44,1, 
TP15,WRK2201,292,1, 
TP15,WTK1101,666,1, 
TP15,WTK1102,5148,1, 
TP15,WTK2201,668,1, 
TP15,WTU2201,740,1, 
TP15,WTU2202,312,1, 
TP15,WVY1101,353,1, 
TP16,ARA2201_ARA0,160,0.333333333, 
TP16,ARA2201_ARA0,161,0.333333333, 
TP16,ARA2201_ARA0,162,0.333333333, 
TP16,ARG1101_BRR0,486,1, 
TP16,ARI1101_ARI0,100,0.25, 
TP16,ARI1101_ARI0,97,0.25, 
TP16,ARI1101_ARI0,98,0.25, 
TP16,ARI1101_ARI0,99,0.25, 
TP16,ARI1102_ARI0,96,1, 
TP16,ASB0661_HBK0,554,1, 
TP16,ATI2201_ATI0,164,1, 
TP16,AVI2201_AVI0,599,0.25, 
TP16,AVI2201_AVI0,600,0.25, 
TP16,AVI2201_AVI0,601,0.25, 
TP16,AVI2201_AVI0,602,0.25, 
TP16,BEN2202_BEN0,606,0.166666667, 
TP16,BEN2202_BEN0,607,0.166666667, 
TP16,BEN2202_BEN0,608,0.166666667, 
TP16,BEN2202_BEN0,609,0.166666667, 
TP16,BEN2202_BEN0,610,0.166666667, 
TP16,BEN2202_BEN0,611,0.166666667, 
TP16,BOB1101,46,1, 
TP16,BPE0331_TWF0,408,1, 
TP16,BWK1101_WPI0,731,1, 
TP16,COL0661_COL0,574,0.447368421, 
TP16,COL0661_COL0,748,0.552631579, 
TP16,CPK0331,418,1, 
TP16,CYD2201_CYD0,674,0.25, 
TP16,CYD2201_CYD0,675,0.25, 
TP16,CYD2201_CYD0,676,0.25, 
TP16,CYD2201_CYD0,677,0.25, 
TP16,GLN0332_GLN0,50,1, 
TP16,HAM0331,109,1, 
TP16,HIN0331,114,1, 
TP16,HLY2201_HLY1,119,1, 
TP16,HLY2201_HLY2,118,1, 
TP16,HLY2201_HLY5,120,1, 
TP16,HLY2201_HLY6,117,1, 
TP16,HWA1101_PTA1,337,1, 
TP16,HWA1101_PTA2,337,1, 
TP16,HWA1101_PTA3,337,1, 
TP16,HWA1102_WAA0,348,0.416909621, 
TP16,HWA1102_WAA0,350,0.583090379, 
TP16,HWA1102_WAA1,348,0.416909621, 
TP16,HWA1102_WAA1,350,0.583090379, 
TP16,HWB0331_MAH0,700,1, 
TP16,HWB0331_WPI0,730,1, 
TP16,ISL0331,525,1, 
TP16,KAW0111,179,1, 
TP16,KAW0112_ONU0,235,0.29467381, 
TP16,KAW0112_ONU0,236,0.204853451, 
TP16,KAW0112_ONU0,237,0.126063662, 
TP16,KAW0112_ONU0,238,0.374409077, 
TP16,KAW0113,178,1, 
TP16,KAW1101_KAG0,174,1, 
TP16,KIN0112_KIN0,125,1, 
TP16,KIN0331,127,1, 
TP16,KPA1101_KPI1,323,1, 
TP16,KPO1101_KPO0,130,0.333333333, 
TP16,KPO1101_KPO0,131,0.333333333, 
TP16,KPO1101_KPO0,132,0.333333333, 
TP16,KPU0661,134,1, 
TP16,KUM0661_KUM0,593,1, 
TP16,LTN0331_TWF0,407,1, 
TP16,MAN2201_MAN0,702,0.142857143, 
TP16,MAN2201_MAN0,703,0.142857143, 
TP16,MAN2201_MAN0,704,0.142857143, 
TP16,MAN2201_MAN0,705,0.142857143, 
TP16,MAN2201_MAN0,706,0.142857143, 
TP16,MAN2201_MAN0,707,0.142857143, 
TP16,MAN2201_MAN0,708,0.142857143, 
TP16,MAT1101_ANI0,154,0.5, 
TP16,MAT1101_ANI0,155,0.5, 
TP16,MAT1101_MAT0,195,0.5, 
TP16,MAT1101_MAT0,196,0.5, 
TP16,MHO0331_MHO0,373,1, 
TP16,MKE1101_MKE1,325,0.5, 
TP16,MKE1101_MKE1,326,0.5, 
TP16,MPE1101,27,1, 
TP16,MTI2201_MTI0,201,0.1, 
TP16,MTI2201_MTI0,202,0.1, 
TP16,MTI2201_MTI0,203,0.1, 
TP16,MTI2201_MTI0,204,0.1, 
TP16,MTI2201_MTI0,205,0.1, 
TP16,MTI2201_MTI0,206,0.1, 
TP16,MTI2201_MTI0,207,0.1, 
TP16,MTI2201_MTI0,208,0.1, 
TP16,MTI2201_MTI0,209,0.1, 
TP16,MTI2201_MTI0,210,0.1, 
TP16,NAP2201_NAP0,214,1, 
TP16,NAP2202_NTM0,216,0.5, 
TP16,NAP2202_NTM0,217,0.5, 
TP16,NMA0331_WHL0,729,1, 
TP16,NSY0331_PAE0,651,1, 
TP16,OHA2201_OHA0,636,0.25, 
TP16,OHA2201_OHA0,637,0.25, 
TP16,OHA2201_OHA0,638,0.25, 
TP16,OHA2201_OHA0,639,0.25, 
TP16,OHB2201_OHB0,641,0.25, 
TP16,OHB2201_OHB0,642,0.25, 
TP16,OHB2201_OHB0,643,0.25, 
TP16,OHB2201_OHB0,644,0.25, 
TP16,OHC2201_OHC0,646,0.25, 
TP16,OHC2201_OHC0,647,0.25, 
TP16,OHC2201_OHC0,648,0.25, 
TP16,OHC2201_OHC0,649,0.25, 
TP16,OHK2201_OHK0,219,0.25, 
TP16,OHK2201_OHK0,220,0.25, 
TP16,OHK2201_OHK0,221,0.25, 
TP16,OHK2201_OHK0,222,0.25, 
TP16,OKI2201_OKI0,228,0.099099099, 
TP16,OKI2201_OKI0,230,0.450450451, 
TP16,OKI2201_OKI0,231,0.450450451, 
TP16,PEN0331,81,1, 
TP16,PPI2201_PPI0,241,1, 
TP16,PRM0331,465,1, 
TP16,ROT1101_WHE0,272,1, 
TP16,ROX1101_ROX0,714,0.333333333, 
TP16,ROX1101_ROX0,715,0.333333333, 
TP16,ROX1101_ROX0,716,0.333333333, 
TP16,ROX2201_ROX0,717,0.2, 
TP16,ROX2201_ROX0,718,0.2, 
TP16,ROX2201_ROX0,719,0.2, 
TP16,ROX2201_ROX0,720,0.2, 
TP16,ROX2201_ROX0,721,0.2, 
TP16,RPO2201_RPO0,386,0.5, 
TP16,RPO2201_RPO0,387,0.5, 
TP16,SFD2201_SFD21,340,1, 
TP16,SFD2201_SFD22,341,1, 
TP16,SFD2201_SPL0,346,1, 
TP16,STK0661_COB0,491,1, 
TP16,TGA0331_KMI0,183,1, 
TP16,THI2201_THI1,253,1, 
TP16,THI2201_THI2,254,1, 
TP16,TKA0111_TKA1,560,1, 
TP16,TKB2201_TKB1,655,0.5, 
TP16,TKB2201_TKB1,656,0.5, 
TP16,TKU2201_TKU0,391,0.25, 
TP16,TKU2201_TKU0,392,0.25, 
TP16,TKU2201_TKU0,393,0.25, 
TP16,TKU2201_TKU0,394,0.25, 
TP16,TUI1101_KTW0,298,0.5, 
TP16,TUI1101_KTW0,299,0.5, 
TP16,TUI1101_PRI0,300,0.5, 
TP16,TUI1101_PRI0,301,0.5, 
TP16,TUI1101_TUI0,302,0.333333333, 
TP16,TUI1101_TUI0,303,0.333333333, 
TP16,TUI1101_TUI0,304,0.333333333, 
TP16,TWC2201_NZW0,404,1, 
TP16,TWC2201_TWF0,405,1, 
TP16,TWH0331_TRC1,142,1, 
TP16,TWH0331_TUK0,147,1, 
TP16,WDV1101_TAP0,389,1, 
TP16,WGN0331,411,1, 
TP16,WHI0111,306,1, 
TP16,WHI2201_WHI0,307,0.333333333, 
TP16,WHI2201_WHI0,308,0.333333333, 
TP16,WHI2201_WHI0,309,0.333333333, 
TP16,WHU0331,150,1, 
TP16,WIL0331_MCK0,482,1, 
TP16,WKM2201_MOK0,198,0.524257784, 
TP16,WKM2201_MOK0,199,0.475742216, 
TP16,WKM2201_WKM0,274,0.25, 
TP16,WKM2201_WKM0,275,0.25, 
TP16,WKM2201_WKM0,276,0.25, 
TP16,WKM2201_WKM0,277,0.25, 
TP16,WKO0331,152,1, 
TP16,WPA2201_WPA0,283,1, 
TP16,WRK0331_RKA0,739,1, 
TP16,WRK0331_TAA0,248,1, 
TP16,WRK2201_WRK0,285,0.340664962, 
TP16,WRK2201_WRK0,286,0.170332481, 
TP16,WRK2201_WRK0,287,0.19028133, 
TP16,WRK2201_WRK0,288,0.211764706, 
TP16,WRK2201_WRK0,289,0.086956522, 
TP16,WTK0111_WTK0,660,1, 
TP16,WWD1102_WWD0,479,1, 
TP16,WWD1103_WWD0,743,1, 
TP16,KAW0112_DLS0,176,1, 
TP16,KAW0113_DLS1,178,1, 
TP16,ABY0111,541,1, 
TP16,ALB0331,4,1, 
TP16,ALB1101,41,1, 
TP16,APS0111,569,1, 
TP16,ARG1101,487,1, 
TP16,ASB0331,543,1, 
TP16,ASB0661,544,1, 
TP16,ASY0111,520,0.5, 
TP16,ASY0111,747,0.5, 
TP16,ATU1101,488,1, 
TP16,BAL0331,669,1, 
TP16,BDE0111,671,1, 
TP16,BLN0331,489,1, 
TP16,BOB0331,45,1, 
TP16,BPD1101,618,1, 
TP16,BPE0331,357,1, 
TP16,BPE0551,358,0.5, 
TP16,BPE0551,359,0.5, 
TP16,BPT1101,5136,1, 
TP16,BRB0331,8,1, 
TP16,BRK0331,315,1, 
TP16,BRY0661,549,1, 
TP16,BWK1101,673,1, 
TP16,CBG0111,105,1, 
TP16,CLH0111,572,1, 
TP16,CML0331,620,1, 
TP16,COL0111,575,1, 
TP16,COL0661,576,1, 
TP16,CPK0111,416,0.5, 
TP16,CPK0111,417,0.5, 
TP16,CST0331,317,1, 
TP16,CUL0331,493,1, 
TP16,CUL0661,494,1, 
TP16,CYD0331,678,1, 
TP16,CYD2201,679,1, 
TP16,DOB0331,579,1, 
TP16,DVK0111,366,1, 
TP16,EDG0331,168,1, 
TP16,EDN0331,680,1, 
TP16,FHL0331,293,1, 
TP16,FKN0331,628,1, 
TP16,GFD0331,426,1, 
TP16,GLN0331,733,1, 
TP16,GLN0332,51,1, 
TP16,GOR0331,682,1, 
TP16,GYM0661,585,1, 
TP16,GYT0331,429,1, 
TP16,HAM0111,108,1, 
TP16,HAM0551,111,1, 
TP16,HAM0551,5025,0, 
TP16,HAY0111,434,1, 
TP16,HAY0331,443,1, 
TP16,HEN0331,12,1, 
TP16,HEP0331,17,1, 
TP16,HKK0661,587,1, 
TP16,HLY0331,121,1, 
TP16,HOB1101,56,1, 
TP16,HOR0331,589,1, 
TP16,HOR0661,590,1, 
TP16,HTI0331,123,1, 
TP16,HUI0331,319,1, 
TP16,HWA0331,321,1, 
TP16,HWA0332,741,1, 
TP16,HWA1101,322,1, 
TP16,HWA1102,322,1, 
TP16,HWB0331,688,1, 
TP16,HWB0332,750,1, 
TP16,HWB1101,693,1, 
TP16,INV0331,696,1, 
TP16,ISL0661,526,1, 
TP16,KAI0111,531,1, 
TP16,KAW0112,176,1, 
TP16,KAW1101,181,1, 
TP16,KBY0661,591,1, 
TP16,KBY0662,591,1, 
TP16,KIK0111,744,1, 
TP16,KIN0111,126,1, 
TP16,KIN0112,125,1, 
TP16,KIN0113,737,1, 
TP16,KMO0331,187,1, 
TP16,KOE1101,20,1, 
TP16,KPA1101,324,1, 
TP16,KUM0661,593,1, 
TP16,KWA0111,451,1, 
TP16,LFD1101,192,1, 
TP16,LFD1102,192,1, 
TP16,LTN0331,370,1, 
TP16,MAN2201,701,1, 
TP16,MAT1101,156,0.909090909, 
TP16,MAT1101,197,0.090909091, 
TP16,MCH0111,503,1, 
TP16,MER0331,60,1, 
TP16,MGM0331,454,1, 
TP16,MHO0331,374,1, 
TP16,MKE1101,325,0.5, 
TP16,MKE1101,326,0.5, 
TP16,MLG0111,456,1, 
TP16,MLG0331,457,1, 
TP16,MNG0331,61,1, 
TP16,MNG1101,62,1, 
TP16,MNI0111,328,1, 
TP16,MST0331,460,1, 
TP16,MTM0331,212,1, 
TP16,MTN0331,377,1, 
TP16,MTO0331,28,1, 
TP16,MTR0331,380,1, 
TP16,NAP2201,214,1, 
TP16,NAP2202,215,1, 
TP16,NMA0331,711,1, 
TP16,NPK0331,382,1, 
TP16,NPL0331,331,1, 
TP16,NSY0331,632,1, 
TP16,OAM0331,634,1, 
TP16,OKN0111,384,1, 
TP16,ONG0331,137,1, 
TP16,OPK0331,335,1, 
TP16,ORO1101,507,1, 
TP16,ORO1102,508,1, 
TP16,OTA0221,66,1, 
TP16,OTI0111,595,1, 
TP16,OWH0111,239,1, 
TP16,PAK0331,75,1, 
TP16,PAO1101,139,1, 
TP16,PEN0221,79,1, 
TP16,PEN0251,80,1, 
TP16,PEN1101,56,0.190798081, 
TP16,PEN1101,58,0.645660707, 
TP16,PEN1101,88,0.163541212, 
TP16,PNI0331,462,1, 
TP16,PPI2201,241,0.5, 
TP16,PPI2201,242,0.5, 
TP16,RDF0331,295,1, 
TP16,RFN1101,506,1, 
TP16,RFN1102,505,1, 
TP16,ROS0221,89,1, 
TP16,ROS1101,90,1, 
